rank_unknown,Annotation,locus_tag,WP,protein_id_base,UNIPROTKB,gene_symbol,product,Protein_names,prob_ensemble_with_position,prob_logreg_with_position,prob_rf_with_position,prob_xgb_with_position,prob_ensemble_mean_no_position,prob_logreg_no_position,prob_rf_no_position,prob_xgb_no_position,Gene length,Prob_per_len,Prob_per_kb,chromosome_region_start,chromosome_region_end,filamentous_diazotroph_hits,non_diazotroph_hits,Cyanothece_%ID,diazo_hit_count,diazo_hit_frac,diazo_mean_pident,nondiazo_hit_frac,nondiazo_mean_pident,diazo_minus_nondiazo_mean_pident,has_cyanothece_51142_hit,has_nondiazo_hit_80pct,Cyanothece_Prot,Gloeothece_Prot,anabaena_variabilis_atcc29413__Prot,anabaena_variabilis_atcc29413__pident,anabaena_variabilis_atcc29413__evalue,arthrospira_maxima_cs-328__Prot,arthrospira_maxima_cs-328__pident,arthrospira_maxima_cs-328__evalue,crocosphaera_watsonii_wh8501__Prot,crocosphaera_watsonii_wh8501__pident,crocosphaera_watsonii_wh8501__evalue,cyanothece_sp_atcc51142__Prot,cyanothece_sp_atcc51142__pident,cyanothece_sp_atcc51142__evalue,gloeothece_sp_6803__Prot,gloeothece_sp_6803__pident,gloeothece_sp_6803__evalue,nostoc_azollae_0708__Prot,nostoc_azollae_0708__pident,nostoc_azollae_0708__evalue,nostoc_punctiforme_pcc73102__Prot,nostoc_punctiforme_pcc73102__pident,nostoc_punctiforme_pcc73102__evalue,synechococcus_elongatus_pcc7942__Prot,synechococcus_elongatus_pcc7942__pident,synechococcus_elongatus_pcc7942__evalue
3398,alr2680,PCC7120DELTA_RS15180,WP_010996836.1,WP_010996836,Q8YTN4,PCC7120DELTA_RS15180,type I polyketide synthase,Polyketide synthase,0.078272546,0.105846541,0.079336142,0.049634956,0.136332191,0.127794322,0.072500387,0.20870186,7657,1.02e-05,0.010222352,3259780,3267437,0.0,0.0,51.116,2,0.25,51.116,0.0,,,0.0,0.0,tr|B1WWV8|B1WWV8_CROS5,,,,,,,,,,,tr|B1WWV8|B1WWV8_CROS5,51.116,0.0,,,,,,,,,,,,
3399,alr1546,PCC7120DELTA_RS09530,WP_010995715.1,WP_010995715,Q8YWQ8,PCC7120DELTA_RS09530,hypothetical protein,Alr1546 protein,0.078147007,0.195965724,0.017236719,0.021238578,0.097869942,0.249197353,0.007531942,0.03688053,613,0.000127483,0.127482883,1806129,1806742,2.0,1.0,53.529,8,1.0,66.15225,0.5,57.647,8.50525,0.0,0.0,tr|B1WXN8|B1WXN8_CROS5,tr|B7KFW2|B7KFW2_GLOC7,tr|Q3M353|Q3M353_TRIV2,98.235,1.1800000000000001e-122,,,,tr|Q4BWQ6|Q4BWQ6_CROWT,53.333,7.079999999999999e-54,tr|B1WXN8|B1WXN8_CROS5,53.529,9.030000000000001e-56,tr|B7KFW2|B7KFW2_GLOC7,55.814,1.4600000000000002e-59,tr|D7DZA0|D7DZA0_NOSA0,76.023,3.5999999999999995e-95,WP_012409900.1,82.941,1.6300000000000002e-103,tr|P74382|P74382_SYNY3,57.647,7.33e-63
3400,asr0148,PCC7120DELTA_RS02700,WP_010994325.1,WP_010994325,Q8Z0E9,PCC7120DELTA_RS02700,type II toxin-antitoxin system VapB family antitoxin,Asr0148 protein,0.07782741,0.075455729,0.086442022,0.07158448,0.12422887,0.133836982,0.15413321,0.08471642,346,0.000224935,0.22493471,152768,153114,0.0,1.0,0.0,0,0.0,,0.5,45.161,,0.0,0.0,,,,,,tr|B5VZ93|B5VZ93_LIMMA,45.161,1.75e-13,,,,,,,,,,,,,,,,,,
3401,all4118,PCC7120DELTA_RS22320,WP_010998257.1,WP_010998257,Q8YPS3,PCC7120DELTA_RS22320,DUF3172 domain-containing protein,All4118 protein,0.077594124,0.044224081,0.11387876,0.07467953,0.091439735,0.034084455,0.118852312,0.12138244,640,0.000121241,0.121240819,4960897,4961537,3.0,2.0,59.236,8,1.0,71.694625,1.0,61.883,9.811625,0.0,0.0,tr|B1WZ74|B1WZ74_CROS5,tr|B7KHQ5|B7KHQ5_GLOC7,tr|Q3MF27|Q3MF27_TRIV2,100.0,6.58e-133,tr|B5W5Z8|B5W5Z8_LIMMA,61.491,6.99e-71,tr|Q4C9J0|Q4C9J0_CROWT,58.491,6.8499999999999995e-68,tr|B1WZ74|B1WZ74_CROS5,59.236,6.35e-68,tr|B7KHQ5|B7KHQ5_GLOC7,61.146,3.0400000000000003e-73,tr|D7DYW9|D7DYW9_NOSA0,88.827,2.13e-118,WP_012410728.1,85.475,1.2499999999999999e-112,tr|P74661|P74661_SYNY3,62.275,4.3600000000000005e-73
3402,alr3655,PCC7120DELTA_RS20005,WP_010997799.1,WP_010997799,Q8YR04,PCC7120DELTA_RS20005,ATP-binding protein,Alr3655 protein,0.077575412,0.01053423,0.130770028,0.09142198,0.117094861,0.009625097,0.132382049,0.20927744,550,0.000141046,0.141046203,4411437,4411987,3.0,1.0,64.583,8,1.0,74.093375,0.5,62.893,11.200375,0.0,0.0,tr|B1WWG3|B1WWG3_CROS5,tr|B7KE05|B7KE05_GLOC7,tr|Q3M6Z7|Q3M6Z7_TRIV2,100.0,2.1200000000000002e-110,tr|B5W8B7|B5W8B7_LIMMA,62.893,2.41e-60,tr|Q4C0K4|Q4C0K4_CROWT,62.585,3.51e-64,tr|B1WWG3|B1WWG3_CROS5,64.583,1.81e-66,tr|B7KE05|B7KE05_GLOC7,62.914,2.87e-63,tr|D7E3P9|D7E3P9_NOSA0,84.564,1.58e-91,WP_012407635.1,90.604,3.39e-100,,,
3403,all5258,PCC7120DELTA_RS27840,WP_010999382.1,WP_010999382,Q8YLN8,PCC7120DELTA_RS27840,riboflavin synthase,Riboflavin synthase (EC 2.5.1.9),0.077445962,0.193670844,0.020263019,0.018404024,0.067840133,0.126753808,0.021809679,0.054956913,760,0.000101903,0.101902582,6273707,6274467,2.0,2.0,56.522,8,1.0,67.73375,1.0,54.125,13.60875,0.0,0.0,tr|B1WQI1|B1WQI1_CROS5,tr|B7KAN9|B7KAN9_GLOC7,tr|Q3MD97|Q3MD97_TRIV2,98.165,4.55e-158,tr|B5W5S7|B5W5S7_LIMMA,52.743,1.02e-71,tr|Q4C080|Q4C080_CROWT,56.769,5.1800000000000006e-79,tr|B1WQI1|B1WQI1_CROS5,56.522,1.08e-78,tr|B7KAN9|B7KAN9_GLOC7,58.333,4.2299999999999996e-82,tr|D7E0G7|D7E0G7_NOSA0,75.893,6.95e-122,WP_012406890.1,81.333,2.67e-128,tr|Q55532|Q55532_SYNY3,55.507,3.58e-78
3404,alr0430,PCC7120DELTA_RS04080,WP_044520621.1,WP_044520621,,PCC7120DELTA_RS04080,SDR family oxidoreductase,,0.077425715,0.177656137,0.031868973,0.022752035,0.1580875,0.318330743,0.058907344,0.09702441,967,8.01e-05,0.080067958,507877,508844,0.0,0.0,0.0,4,0.5,68.65775,0.0,,,0.0,0.0,,tr|B7KGU0|B7KGU0_GLOC7,,,,,,,,,,,,,tr|B7KGU0|B7KGU0_GLOC7,59.644,9.849999999999999e-150,tr|D7DYP1|D7DYP1_NOSA0,75.532,1.44e-156,WP_012407047.1,79.811,0.0,,,
3405,alr3027,PCC7120DELTA_RS16895,WP_010997178.1,WP_010997178,Q8YSQ7,PCC7120DELTA_RS16895,TRAP transporter large permease,Alr3027 protein,0.077154695,0.123031021,0.082453037,0.025980026,0.124149034,0.125549087,0.134229358,0.112668656,1438,5.37e-05,0.053654169,3666570,3668008,1.0,1.0,78.202,6,0.75,82.66883333,0.5,77.221,5.447833333,0.0,0.0,tr|B1WWL2|B1WWL2_CROS5,tr|B7KGZ5|B7KGZ5_GLOC7,tr|Q3MES8|Q3MES8_TRIV2,98.876,0.0,,,,tr|Q4C440|Q4C440_CROWT,77.753,0.0,tr|B1WWL2|B1WWL2_CROS5,78.202,0.0,tr|B7KGZ5|B7KGZ5_GLOC7,81.49,0.0,,,,,,,tr|P74224|P74224_SYNY3,77.221,0.0
3406,asl0310,,,,,,,,0.077083364,0.087768558,0.09940151,0.044080023,0.143628818,0.154558165,0.115786664,0.16054162,277,0.000278279,0.278279291,355652,355929,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,all1625,PCC7120DELTA_RS09940,WP_010995794.1,WP_010995794,Q8YWI8,PCC7120DELTA_RS09940,ATP-binding sensor histidine kinase,histidine kinase (EC 2.7.13.3),0.076536519,0.198632287,0.015482261,0.015495011,0.105889911,0.232201237,0.027665589,0.057802908,5464,1.4e-05,0.014007416,1912906,1918370,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3408,all4945,PCC7120DELTA_RS26320,WP_010999071.1,WP_010999071,Q8YMI8,PCC7120DELTA_RS26320,hypothetical protein,All4945 protein,0.076524666,0.165570981,0.051282914,0.012720103,0.090915264,0.108185931,0.110396222,0.05416364,1051,7.28e-05,0.07281129,5899336,5900387,0.0,1.0,0.0,4,0.5,46.29975,0.5,51.42,-5.12025,0.0,0.0,,tr|B7KN04|B7KN04_GLOC7,tr|Q3M1Z8|Q3M1Z8_TRIV2,46.032,1.96e-89,tr|B5VX24|B5VX24_LIMMA,51.42,6.21e-98,,,,,,,tr|B7KN04|B7KN04_GLOC7,46.25,2.25e-93,,,,WP_012413224.1,46.667,1.07e-89,,,
3409,asl4507,PCC7120DELTA_RS24185,WP_199315895.1,WP_199315895,,PCC7120DELTA_RS24185,DUF3593 domain-containing protein,,0.076523921,0.174634661,0.045066346,0.009870755,0.07313287,0.136992813,0.05611653,0.026289267,397,0.000192755,0.192755468,5397837,5398234,3.0,2.0,69.474,8,1.0,75.326875,1.0,68.8305,6.496375,0.0,0.0,tr|B1WTT5|B1WTT5_CROS5,tr|B7KH38|B7KH38_GLOC7,tr|Q3M7Q6|Q3M7Q6_TRIV2,96.875,3.4600000000000002e-65,tr|B5VVJ0|B5VVJ0_LIMMA,75.556,2.04e-45,tr|Q4BWX6|Q4BWX6_CROWT,67.0,8.170000000000001e-43,tr|B1WTT5|B1WTT5_CROS5,69.474,4.01e-44,tr|B7KH38|B7KH38_GLOC7,68.75,3.9e-44,tr|D7DZX8|D7DZX8_NOSA0,80.0,1.6099999999999998e-52,WP_012406883.1,82.292,1.32e-55,tr|Q55719|Q55719_SYNY3,62.105,1.08e-32
3410,alr0484,PCC7120DELTA_RS04355,WP_010994660.1,WP_010994660,Q8YZH6,PCC7120DELTA_RS04355,energy-coupling factor transporter transmembrane component T family protein,Ycf92-like protein,0.076468947,0.154317689,0.029395881,0.04569327,0.176553758,0.243290339,0.117421912,0.16894902,1027,7.45e-05,0.074458566,579099,580126,2.0,2.0,60.458,8,1.0,69.522125,1.0,60.507,9.015125,0.0,0.0,tr|B1WTP8|B1WTP8_CROS5,tr|B7KHD1|B7KHD1_GLOC7,tr|Q3M928|Q3M928_TRIV2,96.429,0.0,tr|B5W8Z7|B5W8Z7_LIMMA,60.883,8.71e-126,tr|Q4C386|Q4C386_CROWT,59.15,8.56e-120,tr|B1WTP8|B1WTP8_CROS5,60.458,1.03e-126,tr|B7KHD1|B7KHD1_GLOC7,60.458,2.06e-124,tr|D7E3I9|D7E3I9_NOSA0,76.948,3.42e-160,WP_012408390.1,81.818,1.25e-174,tr|P74129|P74129_SYNY3,60.131,1.33e-118
3411,alr2433,PCC7120DELTA_RS13980,WP_010996589.1,WP_010996589,,modB,molybdate ABC transporter permease subunit,,0.076435347,0.212507981,0.008241409,0.008556652,0.08601931,0.223798983,0.00355312,0.030705828,1906,4.01e-05,0.040102491,2925431,2927337,2.0,2.0,59.618,8,1.0,68.277875,1.0,58.6885,9.589375,0.0,0.0,tr|A1KYF4|A1KYF4_CROS5,tr|B7KFL9|B7KFL9_GLOC7,tr|Q3MGL7|Q3MGL7_TRIV2,95.84,0.0,tr|B5W6K1|B5W6K1_LIMMA,56.954,0.0,tr|Q4C2X1|Q4C2X1_CROWT,59.486,0.0,tr|A1KYF4|A1KYF4_CROS5,59.618,0.0,tr|B7KFL9|B7KFL9_GLOC7,56.607,0.0,tr|D7E1E1|D7E1E1_NOSA0,75.874,0.0,WP_012410017.1,82.573,0.0,tr|Q55993|Q55993_SYNY3,60.423,0.0
3412,alr1965,PCC7120DELTA_RS11610,WP_010996129.1,WP_010996129,Q8YVL0,hisG,ATP phosphoribosyltransferase,ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17),0.076417407,0.172299433,0.034795639,0.02215715,0.10991306,0.227845756,0.044883964,0.05700946,745,0.000102574,0.102573701,2347630,2348375,3.0,2.0,71.635,8,1.0,77.9,1.0,71.6985,6.2015,0.0,0.0,sp|B1WSL8|HIS1_CROS5,sp|B7KGT7|HIS1_GLOC7,sp|Q3M4Z2|HIS1_TRIV2,97.196,9.27e-153,tr|B5VZV7|B5VZV7_LIMMA,73.832,2.64e-114,tr|Q4C8M6|Q4C8M6_CROWT,72.115,1.07e-111,sp|B1WSL8|HIS1_CROS5,71.635,5.71e-111,sp|B7KGT7|HIS1_GLOC7,70.093,2.97e-110,tr|D7DY45|D7DY45_NOSA0,86.321,9.95e-135,WP_012412572.1,84.112,3.08e-134,sp|Q55503|HIS1_SYNY3,69.565,7.119999999999999e-104
3413,all4510,PCC7120DELTA_RS24200,WP_010998643.1,WP_010998643,Q93SW7,PCC7120DELTA_RS24200,NAD(P)/FAD-dependent oxidoreductase,All4510 protein (Putative NADP-thioredoxin-reductase),0.076411008,0.163929743,0.045865669,0.019437613,0.14098338,0.182652661,0.169822146,0.07047533,1090,7.01e-05,0.070101843,5399842,5400932,1.0,1.0,0.0,1,0.125,98.48,0.5,59.385,39.095,0.0,0.0,,,tr|Q3M7Q3|Q3M7Q3_TRIV2,98.48,0.0,,,,,,,,,,,,,,,,,,,tr|P74746|P74746_SYNY3,59.385,7.519999999999999e-142
3414,alr2752,PCC7120DELTA_RS15540,WP_231865564.1,WP_231865564,,PCC7120DELTA_RS15540,glycoside hydrolase family 24 protein,,0.076384503,0.216110414,0.007729827,0.005313268,0.082729016,0.218088293,0.008343461,0.021755293,694,0.000110064,0.110064125,3350536,3351230,2.0,2.0,50.739,7,0.875,69.84085714,1.0,60.6595,9.181357143,0.0,0.0,tr|B1WYC8|B1WYC8_CROS5,tr|B7KAY2|B7KAY2_GLOC7,tr|Q3M520|Q3M520_TRIV2,97.101,2.26e-152,tr|B5W3E0|B5W3E0_LIMMA,63.587,1.78e-85,,,,tr|B1WYC8|B1WYC8_CROS5,50.739,1.12e-68,tr|B7KAY2|B7KAY2_GLOC7,66.851,8.039999999999999e-89,tr|D7E436|D7E436_NOSA0,74.879,1.7799999999999998e-115,WP_012406917.1,81.726,1.24e-122,tr|P74105|P74105_SYNY3,57.732,3.29e-77
3415,alr1223,PCC7120DELTA_RS07965,WP_010995395.1,WP_010995395,Q8YXJ0,PCC7120DELTA_RS07965,DEAD/DEAH box helicase,RNA helicase (EC 3.6.4.13),0.076209575,0.023324035,0.085684689,0.11962,0.298295844,0.049621902,0.309285167,0.53598046,1642,4.64e-05,0.046412653,1443559,1445201,3.0,2.0,59.917,6,0.75,75.27883333,1.0,64.8715,10.40733333,0.0,0.0,tr|B1WUD0|B1WUD0_CROS5,,tr|Q3MFH0|Q3MFH0_TRIV2,99.415,0.0,tr|B5W8G1|B5W8G1_LIMMA,66.958,0.0,tr|Q4C9X3|Q4C9X3_CROWT,61.242,0.0,tr|B1WUD0|B1WUD0_CROS5,59.917,0.0,,,,tr|D7E074|D7E074_NOSA0,83.658,0.0,WP_012410842.1,87.524,0.0,sp|Q55804|CRHR_SYNY3,62.785,0.0
3416,alr0295,PCC7120DELTA_RS03430,WP_010994472.1,WP_010994472,Q8Z008,PCC7120DELTA_RS03430,Crp/Fnr family transcriptional regulator,Transcriptional regulator,0.076061039,0.103506138,0.042206189,0.08247079,0.087112466,0.145571686,0.046619949,0.06914576,799,9.52e-05,0.095195293,335748,336547,3.0,2.0,73.023,8,1.0,79.114375,1.0,69.137,9.977375,0.0,0.0,tr|B1WWP9|B1WWP9_CROS5,tr|B7KKX1|B7KKX1_GLOC7,tr|Q3M8L1|Q3M8L1_TRIV2,99.138,9.15e-170,tr|B5VUU9|B5VUU9_LIMMA,74.894,1.82e-127,tr|Q4C3M6|Q4C3M6_CROWT,67.949,1.23e-102,tr|B1WWP9|B1WWP9_CROS5,73.023,3.28e-118,tr|B7KKX1|B7KKX1_GLOC7,70.0,2.75e-109,tr|D7E2Z9|D7E2Z9_NOSA0,89.224,9.52e-155,WP_012409873.1,90.558,3.41e-155,tr|P74171|P74171_SYNY3,63.38,4.9e-88
3417,alr0653,PCC7120DELTA_RS05175,WP_010994829.1,WP_010994829,Q8YZ34,rodA,rod shape-determining protein RodA,Peptidoglycan glycosyltransferase RodA (PGT) (EC 2.4.99.28) (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase),0.07578823,0.014851696,0.115477764,0.09703523,0.251624431,0.034835726,0.328054474,0.3919831,1417,5.35e-05,0.053484989,755985,757402,2.0,1.0,60.046,7,0.875,70.80271429,0.5,54.92,15.88271429,0.0,0.0,tr|B1WSU3|B1WSU3_CROS5,tr|B7KBA2|B7KBA2_GLOC7,tr|Q3M4A5|Q3M4A5_TRIV2,95.205,0.0,tr|B5W6Z5|B5W6Z5_LIMMA,54.92,5.589999999999999e-170,,,,tr|B1WSU3|B1WSU3_CROS5,60.046,8.54e-179,tr|B7KBA2|B7KBA2_GLOC7,59.497,0.0,tr|D7DZM7|D7DZM7_NOSA0,79.863,0.0,WP_012411450.1,81.465,0.0,,,
3418,all2507,PCC7120DELTA_RS14365,WP_010996663.1,WP_010996663,Q8YU49,PCC7120DELTA_RS14365,glycosyltransferase family 4 protein,All2507 protein,0.075787382,0.187538806,0.024294599,0.015528741,0.08511097,0.210816687,0.004092256,0.040423967,1288,5.88e-05,0.058841135,3008235,3009523,3.0,1.0,71.646,8,1.0,80.31675,0.5,69.114,11.20275,0.0,0.0,tr|B1WTQ4|B1WTQ4_CROS5,tr|B7KI57|B7KI57_GLOC7,tr|Q3MG21|Q3MG21_TRIV2,97.975,0.0,,,,tr|Q4C6G0|Q4C6G0_CROWT,69.367,0.0,tr|B1WTQ4|B1WTQ4_CROS5,71.646,0.0,tr|B7KI57|B7KI57_GLOC7,79.494,0.0,tr|D7E313|D7E313_NOSA0,85.57,0.0,WP_012408261.1,87.342,0.0,tr|P73369|P73369_SYNY3,69.114,0.0
3419,alr5000,PCC7120DELTA_RS26595,WP_010999126.1,WP_010999126,Q8YMD4,PCC7120DELTA_RS26595,CTP synthase,CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase),0.07576817,0.008959568,0.11657937,0.10176557,0.061100768,0.004315909,0.104214179,0.07477222,1738,4.36e-05,0.043595035,5972275,5974013,3.0,2.0,75.188,8,1.0,80.79325,1.0,76.909,3.88425,0.0,0.0,sp|B1WV74|PYRG_CROS5,sp|B7KF08|PYRG_GLOC7,sp|Q3MAV1|PYRG_TRIV2,100.0,0.0,tr|B5VWY4|B5VWY4_LIMMA,76.909,0.0,tr|Q4BUY1|Q4BUY1_CROWT,75.376,0.0,sp|B1WV74|PYRG_CROS5,75.188,0.0,sp|B7KF08|PYRG_GLOC7,75.985,0.0,tr|D7E5F3|D7E5F3_NOSA0,84.587,0.0,WP_012412264.1,84.037,0.0,sp|P74208|PYRG_SYNY3,76.909,0.0
3420,alr2485,PCC7120DELTA_RS14255,WP_010996641.1,WP_010996641,Q8YU69,PCC7120DELTA_RS14255,NAD+ synthase,Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing]),0.075639341,0.189142772,0.020080964,0.017694289,0.09804611,0.198145296,0.028249494,0.06774354,1801,4.2e-05,0.041998524,2985196,2986997,3.0,2.0,67.321,8,1.0,75.375,1.0,64.7975,10.5775,0.0,0.0,tr|B1WU42|B1WU42_CROS5,tr|B7KAT6|B7KAT6_GLOC7,tr|Q3MG43|Q3MG43_TRIV2,96.466,0.0,tr|B5W2Y3|B5W2Y3_LIMMA,65.179,0.0,tr|Q4C9L7|Q4C9L7_CROWT,66.846,0.0,tr|B1WU42|B1WU42_CROS5,67.321,0.0,tr|B7KAT6|B7KAT6_GLOC7,68.929,0.0,tr|D7E2A3|D7E2A3_NOSA0,82.94,0.0,WP_012411956.1,84.248,0.0,sp|P74292|NADE_SYNY3,64.416,0.0
3421,asr0636,PCC7120DELTA_RS05090,WP_010994812.1,WP_010994812,Q8YZ51,PCC7120DELTA_RS05090,hypothetical protein,Asr0636 protein,0.075617933,0.151467046,0.05050184,0.024884915,0.124811459,0.245531786,0.072888081,0.056014508,355,0.000213008,0.213008263,736754,737109,1.0,0.0,0.0,2,0.25,64.6075,0.0,,,0.0,0.0,,,tr|Q3M4B9|Q3M4B9_TRIV2,83.333,2.27e-52,,,,,,,,,,,,,,,,WP_012411247.1,45.882,4.38e-21,,,
3422,asr1307,PCC7120DELTA_RS08365,WP_010995479.1,WP_010995479,Q8YXA8,PCC7120DELTA_RS08365,hypothetical protein,Asr1307 protein,0.075539334,0.05928875,0.116792147,0.050537106,0.129657567,0.087305448,0.153930361,0.14773689,337,0.000224152,0.224152327,1549356,1549693,2.0,2.0,61.039,8,1.0,71.903875,1.0,60.8795,11.024375,0.0,0.0,tr|B1WTM2|B1WTM2_CROS5,tr|B7KJX1|B7KJX1_GLOC7,tr|Q3M8P4|Q3M8P4_TRIV2,97.436,7.74e-51,tr|B5W408|B5W408_LIMMA,59.259,6.01e-26,tr|Q4C6R6|Q4C6R6_CROWT,61.039,5.71e-28,tr|B1WTM2|B1WTM2_CROS5,61.039,9.01e-28,tr|B7KJX1|B7KJX1_GLOC7,68.493,2.08e-28,tr|D7E310|D7E310_NOSA0,73.077,1.78e-38,WP_012408258.1,84.615,1.11e-44,tr|P74116|P74116_SYNY3,62.5,3.34e-28
3423,alr4150,PCC7120DELTA_RS22475,WP_010998289.1,WP_010998289,Q8YPP3,map,type I methionyl aminopeptidase,Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M),0.075521313,0.152128739,0.038718224,0.035716977,0.076239137,0.103068687,0.053158314,0.07249041,871,8.67e-05,0.086706445,4994091,4994962,3.0,2.0,78.088,8,1.0,83.354,1.0,79.664,3.69,0.0,1.0,tr|B1WVH4|B1WVH4_CROS5,tr|B7K919|B7K919_GLOC7,tr|Q3MF58|Q3MF58_TRIV2,98.438,0.0,tr|B5VY08|B5VY08_LIMMA,81.818,1.12e-158,tr|Q4BXJ8|Q4BXJ8_CROWT,77.291,1.42e-147,tr|B1WVH4|B1WVH4_CROS5,78.088,4.64e-148,tr|B7K919|B7K919_GLOC7,76.68,1.41e-148,tr|D7DYI8|D7DYI8_NOSA0,90.551,2.2299999999999998e-172,WP_012410086.1,91.016,7.9e-176,sp|P53579|MAP11_SYNY3,77.51,4.75e-140
3424,all4345,PCC7120DELTA_RS23405,WP_010998482.1,WP_010998482,Q8YP55,PCC7120DELTA_RS23405,polysaccharide deacetylase family protein,Polysaccharide deacetylase,0.075218484,7.73e-06,0.124919814,0.10072791,0.157606611,1.19e-05,0.213650691,0.25915727,1018,7.39e-05,0.073888491,5204371,5205389,1.0,1.0,0.0,3,0.375,78.47,0.5,51.383,27.087,0.0,0.0,,,tr|Q3MDL7|Q3MDL7_TRIV2,97.049,0.0,tr|B5VYK5|B5VYK5_LIMMA,51.383,1.69e-87,,,,,,,,,,tr|D7E0Z1|D7E0Z1_NOSA0,68.197,5.980000000000001e-163,WP_012410231.1,70.164,6.479999999999999e-168,,,
3425,all0182,PCC7120DELTA_RS02885,WP_010994359.1,WP_010994359,Q8Z0B6,PCC7120DELTA_RS02885,hybrid sensor histidine kinase/response regulator,histidine kinase (EC 2.7.13.3),0.075173345,0.160908466,0.044002738,0.02060883,0.179887794,0.233196213,0.153544403,0.15292276,2248,3.34e-05,0.0334401,193374,195622,1.0,0.0,0.0,2,0.25,84.2515,0.0,,,0.0,0.0,,,tr|Q3M9P8|Q3M9P8_TRIV2,94.068,0.0,,,,,,,,,,,,,,,,WP_012408541.1,74.435,0.0,,,
3426,all0161,PCC7120DELTA_RS02765,WP_010994338.1,WP_010994338,,petJ,cytochrome c6 PetJ,,0.074976111,0.148835282,0.052811865,0.023281187,0.119066941,0.238285172,0.074285985,0.044629667,436,0.000171964,0.171963558,165870,166306,1.0,1.0,54.63,7,0.875,63.19828571,0.5,57.522,5.676285714,0.0,0.0,tr|B1WTZ1|B1WTZ1_CROS5,tr|B7KHC6|B7KHC6_GLOC7,tr|Q3MCY4|Q3MCY4_TRIV2,86.486,6.890000000000001e-70,tr|B5W5T9|B5W5T9_LIMMA,57.522,2.23e-41,tr|Q4BXE0|Q4BXE0_CROWT,53.933,2.0300000000000002e-32,tr|B1WTZ1|B1WTZ1_CROS5,54.63,5.69e-37,tr|B7KHC6|B7KHC6_GLOC7,57.407,1.04e-38,,,,WP_012408556.1,77.895,3.2699999999999995e-54,,,
3427,all0887,PCC7120DELTA_RS06295,WP_010995061.1,WP_010995061,Q8YYG3,PCC7120DELTA_RS06295,DUF4126 domain-containing protein,All0887 protein,0.07489108,0.179494752,0.015962081,0.029216407,0.125076407,0.264500635,0.050816676,0.05991191,640,0.000117017,0.117017312,1025962,1026602,2.0,2.0,57.692,7,0.875,67.52185714,1.0,55.6935,11.82835714,0.0,0.0,tr|B1WWC0|B1WWC0_CROS5,tr|B7K9R9|B7K9R9_GLOC7,tr|Q3M4J8|Q3M4J8_TRIV2,98.324,3.71e-122,tr|B5W753|B5W753_LIMMA,64.835,1.9600000000000002e-64,tr|Q4C3B0|Q4C3B0_CROWT,57.143,7.430000000000001e-56,tr|B1WWC0|B1WWC0_CROS5,57.692,6.45e-66,tr|B7K9R9|B7K9R9_GLOC7,60.119,2.2599999999999997e-54,,,,WP_012409062.1,81.564,2.01e-97,tr|Q55620|Q55620_SYNY3,46.552,2.4699999999999997e-48
3428,alr2074,PCC7120DELTA_RS12185,WP_190449817.1,WP_190449817,,PCC7120DELTA_RS12185,VOC family protein,,0.07482852,0.015336441,0.093548296,0.115600824,0.119920606,0.015314801,0.173683898,0.17076312,511,0.000146435,0.146435461,2481077,2481588,2.0,1.0,55.462,7,0.875,72.25414286,0.5,63.025,9.229142857,0.0,0.0,tr|B1WQU2|B1WQU2_CROS5,tr|B7KBD3|B7KBD3_GLOC7,tr|Q3M8F9|Q3M8F9_TRIV2,96.639,5.66e-83,tr|B5W0G4|B5W0G4_LIMMA,63.025,9.55e-51,,,,tr|B1WQU2|B1WQU2_CROS5,55.462,3.5800000000000003e-44,tr|B7KBD3|B7KBD3_GLOC7,68.644,2.6e-56,tr|D7DXI3|D7DXI3_NOSA0,75.214,3.7800000000000003e-63,WP_012409243.1,85.714,1.47e-75,,,
