Annotation,ENS_PRED,Gene length,Prob_per_len,GENES,UNIPROTKB,WP,non_diazotroph_hits,diazotroph_hits,unicellular_diazotroph_hits,filamentous_diazotroph_hits,avg_group_pident,Protein_names
alr0239,0.1132529666110306,1093,0.00010361662087011033,alr0239,Q8Z062,WP_010994416,0.0,5.0,0.0,5.0,87.69125,Beta-ketoacyl-[acyl-carrier-protein] synthase III (Beta-ketoacyl-ACP synthase III) (KAS III) (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase 3) (3-oxoacyl-[acyl-carrier-protein] synthase III)
all1161,0.1132497314475244,928,0.00012203634854259094,all1161,Q8YXQ1,WP_010995334,,,,,,All1161 protein
alr0202,0.1132171640366917,1315,8.609670268949939e-05,alr0202,Q8Z096,WP_010994379,,,,,,Alr0202 protein
alr2980,0.1131785027531025,424,0.00026693043102146816,alr2980,Q8YSV1,WP_010997131,2.0,8.0,3.0,5.0,92.056,Alr2980 protein
alr0428,0.1131085640713823,2014,5.616115395798525e-05,alr0428,Q8YZM9,WP_010994604,,,,,,histidine kinase (EC 2.7.13.3)
alr1631,0.1130985869897705,640,0.00017671654217151642,alr1631,Q8YWI2,WP_010995800,,,,,,Alr1631 protein
all4303,0.1130380051026443,742,0.0001523423249361783,all4303,Q8YP96,WP_010998441,0.0,5.0,0.0,5.0,89.00675,All4303 protein
all3669,0.1130135106556116,493,0.00022923632993024666,all3669,Q8YQZ1,WP_010997813,,,,,,All3669 protein
asl5015,0.1129415784461873,289,0.0003908013095023782,asl5015,Q8YMB9,WP_010999141,,,,,,Asl5015 protein
all1826,0.1124465591383726,817,0.00013763348731746954,all1826,Q8YVZ0,WP_010995994,,,,,,All1826 protein
alr3142,0.112408236705028,607,0.00018518655140861286,alr3142,Q8YSE6,WP_010997293,,,,,,Alr3142 protein
alr1966,0.1121631193226254,2740,4.0935445008257444e-05,alr1966,Q8YVK9,WP_010996130,,,,,,histidine kinase (EC 2.7.13.3)
alr4551,0.112128910027288,538,0.00020841804837785875,alr4551,Q8YNL4,WP_010998683,,,,,,Alr4551 protein
alr4957,0.1120503873671487,1177,9.519998926690629e-05,alr4957,Q8YMH6,WP_010999083,0.0,5.0,0.0,5.0,94.2705,Alr4957 protein
all4458,0.111977213353245,1057,0.00010593870705131977,all4458,Q8YNV3,WP_010998591,,,,,,All4458 protein
asl2353,0.1115181645109121,397,0.0002809021776093504,asl2353,Q8YUJ3,WP_010996509,,,,,,Asl2353 protein
alr0533,0.1115134033632205,703,0.00015862504034597512,alr0533,P29985,WP_010994709,,,,,,Phycocyanobilin lyase subunit beta (EC 4.-.-.-) (Phycocyanin operon protein CpcF)
alr0024,0.110947659071934,919,0.00012072650606304026,alr0024,Q8Z0R6,WP_010994201,,,,,,Alr0024 protein
all0889,0.1107590541283067,1918,5.774716065083769e-05,all0889,Q8YYG1,WP_010995063,,,,,,All0889 protein
all0481,0.1105039536126635,664,0.00016642161688654143,all0481,Q8YZH9,WP_010994657,,,,,,All0481 protein
alr1329,0.1104978417471728,1513,7.303228139271169e-05,alr1329,Q8YX86,WP_010995501,,,,,,Alr1329 protein
alr1785,0.1104816633348203,2560,4.315689974016418e-05,alr1785,Q8YW31,WP_010995953,,,,,,Alr1785 protein
all2624,0.1102868439154367,949,0.00011621374490562349,all2624,Q8YTT9,WP_010996780,,,,,,All2624 protein
alr4469,0.1098580995938753,487,0.0002255813133344462,alr4469,Q8YNU2,WP_010998602,,,,,,Alr4469 protein
all0133,0.1097873502050418,688,0.00015957463692593284,all0133,Q8Z0G3,WP_010994310,,,,,,All0133 protein
all0458,0.1097021450745084,640,0.00017140960167891939,all0458,P0A3A7,WP_010994634,,,,,,Uncharacterized low temperature-induced protein all0458
asr0482,0.1096866709255426,295,0.0003718192234764156,asr0482,Q8YZH8,WP_010994658,,,,,,Asr0482 protein
alr2324,0.1095865750372342,1294,8.468823418642519e-05,alr2324,Q8YUL7,WP_010996480,,,,,,Alr2324 protein
all2297,0.1095324358511077,592,0.0001850210065052495,all2297,O52751,WP_010996454,,,,,,Crossover junction endodeoxyribonuclease RuvC (EC 3.1.21.10) (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC)
all0119,0.1094816888180651,514,0.0002129993945876753,all0119,Q8Z0H7,WP_010994296,,,,,,All0119 protein
all0830,0.1094344699519539,985,0.00011110098472279583,all0830,Q8YYL8,WP_010995004,,,,,,ABC transporter permease protein
asl0885,0.1094330779405061,238,0.0004598028484895214,asl0885,Q8YYG5,WP_010995059,3.0,10.0,5.0,5.0,97.778,Photosystem II reaction center protein K (PSII-K)
all2177,0.1093139869640001,985,0.00011097866696852802,all2177,Q8YV04,WP_010996335,,,,,,All2177 protein
alr2081,0.109235213191222,544,0.00020080002424856984,alr2081,Q8YVA0,WP_010996239,0.0,5.0,0.0,5.0,92.51725,Alr2081 protein
alr0162,0.1091608271555175,901,0.00012115519107160655,alr0162,Q8Z0D6,WP_010994339,,,,,,Alr0162 protein
asr1017,0.1090460273553418,289,0.0003773218939631204,asr1017,Q8YY35,WP_010995191,,,,,,Asr1017 protein
alr0651,0.1088585161132446,625,0.00017417362578119137,alr0651,Q8YZ36,WP_010994827,,,,,,Alr0651 protein
alr1470,0.108826576745253,922,0.00011803316349810522,alr1470,Q8YWX4,WP_010995640,,,,,,Alr1470 protein
all0415,0.108813954611166,1498,7.263948905952337e-05,all0415,Q8YZP2,WP_010994591,,,,,,All0415 protein
alr4742,0.1086043158381706,1687,6.437718781160082e-05,alr4742,Q8YN28,WP_010998873,,,,,,Alr4742 protein
asl4889,0.1085595407276971,313,0.00034683559337922394,asl4889,Q8YMP4,WP_010999015,,,,,,Asl4889 protein
alr2903,0.1085491435692628,919,0.00011811658712651012,alr2903,Q8YT24,WP_010997054,,,,,,Alr2903 protein
alr5134,0.1084620497242618,517,0.00020979119869296285,alr5134,Q8YM07,WP_010999260,,,,,,GDT1 family protein
all4218,0.1083232741520015,559,0.0001937804546547433,all4218,Q8YPH6,WP_010998356,,,,,,All4218 protein
alr3495,0.1083222442343471,940,0.00011523643003653947,alr3495,Q8YRF3,WP_010997645,,,,,,Alr3495 protein
all3865,0.1082201429781096,1087,9.955854919789292e-05,all3865,Q8YQG6,WP_010998006,,,,,,"GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A)"
alr0149,0.1081033796410706,487,0.00022197819228145913,alr0149,Q8Z0E8,WP_010994326,,,,,,Alr0149 protein
alr4993,0.1080303788880156,559,0.0001932564917495807,alr4993,Q8YME1,WP_010999119,,,,,,Alr4993 protein
alr2627,0.1079785042708738,1096,9.852053309386296e-05,alr2627,Q8YTT6,WP_010996783,,,,,,Iron(III) dicitrate-binding periplasmic protein
alr3177,0.1078858421043971,1042,0.00010353727649174386,alr3177,Q8YSB2,WP_010997328,,,,,,Alr3177 protein
all3255,0.107738033260176,763,0.00014120318906969332,all3255,Q8YS36,WP_010997406,,,,,,Transport protein
all3488,0.1076525152799643,976,0.00011029970827865195,all3488,Q8YRG0,WP_010997638,,,,,,All3488 protein
all4333,0.1075962706490568,688,0.0001563899282689779,all4333,Q8YP67,WP_010998471,,,,,,All4333 protein
asl0550,0.1075714721629504,319,0.0003372146462788414,asl0550,Q8YZC7,WP_010994726,,,,,,Asl0550 protein
asr1025,0.1075326045737247,226,0.0004758079848394898,asr1025,Q8YY27,WP_010995199,,,,,,Photosystem II reaction center protein Y
alr5061,0.1075159885222808,1099,9.783074478824458e-05,alr5061,Q8YM78,WP_010999187,,,,,,Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)
alr2407,0.1074904650400226,556,0.00019332817453241474,alr2407,Q8YUE5,WP_010996563,,,,,,Alr2407 protein
asl0597,0.107430406461256,358,0.0003000849342493184,asl0597,Q8YZ82,WP_010994773,,,,,,Asl0597 protein
alr2784,0.107183073025847,2623,4.0862780413971405e-05,alr2784,Q8YTD8,WP_010996935,,,,,,Alr2784 protein
asr4498,0.1071668767677293,361,0.0002968611544812446,asr4498,Q8YNR4,WP_010998631,,,,,,Asr4498 protein
alr4394,0.1070621105303681,547,0.00019572597903175156,alr4394,Q8YP13,WP_010998531,,,,,,Alr4394 protein
alr3176,0.1069252250232988,1042,0.00010261537910105452,alr3176,Q8YSB3,WP_010997327,,,,,,Alr3176 protein
all2622,0.1069201894452449,1822,5.8682870167532876e-05,all2622,Q8YTU1,WP_010996778,,,,,,ATP-binding protein of ABC transporter
all1625,0.106726277830775,5464,1.953262771427068e-05,all1625,Q8YWI8,WP_010995794,,,,,,histidine kinase (EC 2.7.13.3)
all2924,0.1064554130707921,400,0.00026613853267698024,all2924,Q8YT03,WP_010997075,,,,,,All2924 protein
alr1575,0.1064219140016308,3244,3.280576880444846e-05,alr1575,Q8YWN0,WP_010995744,,,,,,Alr1575 protein
all3316,0.1064145372371878,565,0.0001883443136941377,all3316,Q8YRX6,WP_010997467,,,,,,All3316 protein
all3569,0.1062170333876331,484,0.00021945668055296094,all3569,Q8YR79,WP_010997719,0.0,5.0,0.0,5.0,91.142,Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain]
asr4747,0.1061737882410598,349,0.0003042228889428648,asr4747,Q8YN23,WP_010998878,,,,,,Asr4747 protein
alr0014,0.106045458322423,529,0.0002004640043902136,alr0014,Q8Z0R9,WP_010994191,,,,,,Alr0014 protein
all4871,0.1060153999957967,964,0.00010997448132344056,all4871,Q8YMR2,WP_010998997,,,,,,All4871 protein
asr1915,0.1059237771211499,283,0.0003742889650924025,asr1915,Q8YVQ9,WP_010996079,,,,,,Asr1915 protein
alr2481,0.1057969651786978,2218,4.7699262929980975e-05,alr2481,Q8YU73,WP_010996637,,,,,,histidine kinase (EC 2.7.13.3)
alr4930,0.1057762884006917,520,0.0002034159392320994,alr4930,Q8YMK3,WP_010999056,,,,,,Alr4930 protein
alr3003,0.1057701532604868,418,0.00025303864416384404,alr3003,Q8YST1,WP_010997154,,,,,,Alr3003 protein
all1416,0.1056482633847181,709,0.00014901024454826248,all1416,Q8YX03,WP_010995588,,,,,,3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)
alr1721,0.1056077610512119,673,0.0001569208930924397,alr1721,Q8YW94,WP_010995890,,,,,,Transcriptional regulator
all1737,0.1055569731364639,1069,9.874366055796435e-05,all1737,Q8YW79,WP_010995905,,,,,,All1737 protein
all3031,0.1055033762628563,1900,5.552809276992437e-05,all3031,Q8YSQ3,WP_010997182,,,,,,All3031 protein
all0848,0.1055019144901492,3244,3.252216846182158e-05,all0848,Q8YYK0,WP_010995022,,,,,,All0848 protein
alr0529,0.1050584819376743,592,0.00017746365192174713,alr0529,P07121,WP_010994705,,,,,,C-phycocyanin alpha subunit
alr1167,0.1049507755195321,829,0.00012659924670631133,alr1167,Q8YXP5,WP_010995340,,,,,,Lysozyme (EC 3.2.1.17)
alr3015,0.1048355054750097,454,0.0002309152102973782,alr3015,Q8YSR9,WP_010997166,,,,,,Alr3015 protein
alr4660,0.104653951375899,565,0.00018522823252371505,alr4660,Q8YNA7,WP_010998791,,,,,,Alr4660 protein
alr0030,0.1045786075940195,1873,5.583481451896396e-05,alr0030,Q8Z0R0,WP_010994207,,,,,,Alr0030 protein
alr5031,0.1044142493269415,706,0.00014789553729028542,alr5031,Q8YMA3,WP_010999157,,,,,,Alr5031 protein
asr0461,0.10429023936245,391,0.00026672695489117645,asr0461,Q8YZJ9,WP_010994637,,,,,,Asr0461 protein
all4106,0.10427651162989,1171,8.904911326207515e-05,all4106,Q8YPT5,WP_010998245,,,,,,All4106 protein
alr1136,0.1041375147087031,622,0.0001674236570879471,alr1136,Q8YXS5,WP_010995309,,,,,,Alr1136 protein
alr1867,0.1041223073829069,439,0.00023718065463076743,alr1867,Q8YVV6,WP_010996031,,,,,,Transcriptional regulator
all4737,0.1039099161117308,772,0.00013459833693229377,all4737,Q8YN33,WP_010998868,,,,,,All4737 protein
all3317,0.1038460955208314,3796,2.735671641750037e-05,all3317,Q8YRX5,WP_010997468,,,,,,All3317 protein
all0921,0.1038414008913205,451,0.0002302470086282051,all0921,Q8YYC9,WP_010995095,,,,,,All0921 protein
all4286,0.1037518610875656,1267,8.188781459160662e-05,all4286,Q8YPB2,WP_010998424,,,,,,3-oxoacyl-[acyl-carrier-protein] synthase
alr1008,0.1037515584856809,1054,9.843601374353027e-05,alr1008,Q8YY44,WP_010995182,,,,,,Alr1008 protein
asl3196,0.1036660881316545,328,0.0003160551467428491,asl3196,Q8YS95,WP_010997347,,,,,,UPF0235 protein asl3196
all2124,0.1036614516382066,5152,2.0120623376981095e-05,all2124,Q8YV57,WP_010996282,,,,,,Uncharacterized WD repeat-containing protein all2124
all0648,0.1035848769031091,469,0.00022086327697891064,all0648,Q8YZ39,WP_010994824,2.0,5.0,0.0,5.0,91.9295,Anti-sigma factor antagonist
alr0527,0.1035442115999249,622,0.0001664697935690111,alr0527,P35798,WP_010994703,,,,,,Bilin biosynthesis protein PecF
asr2602,0.1033209657267539,292,0.0003538389237217599,asr2602,Q8YTW1,WP_010996758,,,,,,Asr2602 protein
alr2979,0.1030780357045234,1063,9.696898937396368e-05,alr2979,Q8YSV2,WP_010997130,,,,,,Alr2979 protein
all4101,0.1030371373820739,484,0.00021288664748362376,all4101,Q8YPT9,WP_010998241,0.0,5.0,0.0,5.0,90.3545,Ycf91-like protein
alr1379,0.1029459074280399,871,0.00011819277546273238,alr1379,Q8YX38,WP_010995551,,,,,,Alr1379 protein
all3766,0.1029066188382479,532,0.00019343349405685697,all3766,Q8YQQ3,WP_010997907,,,,,,Two-component response regulator
all1427,0.1027095227094627,694,0.00014799643041709323,all1427,Q8YWZ2,WP_010995599,,,,,,All1427 protein
all2421,0.1026854222273891,517,0.00019861783796400214,all2421,Q8YUD1,WP_010996577,,,,,,All2421 protein
alr3514,0.1025236206210186,1003,0.00010221696971188295,alr3514,Q8YRD4,WP_010997664,,,,,,Alr3514 protein
all2793,0.1023631327276796,2146,4.769950266900261e-05,all2793,Q8YTC9,WP_010996944,,,,,,All2793 protein
all2960,0.102289283968932,847,0.00012076656903061629,all2960,Q8YSW9,WP_010997111,,,,,,All2960 protein
asr0064,0.102133071939159,337,0.0003030654953684243,asr0064,Q8Z0M7,WP_010994241,2.0,5.0,0.0,5.0,96.4745,Asr0064 protein
all3570,0.1020250127624239,610,0.00016725411928266213,all3570,P80562,WP_010997720,3.0,7.0,2.0,5.0,90.97625,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)
all3127,0.1019197449992636,1009,0.00010101064915685193,all3127,Q8YSG1,WP_010997278,,,,,,All3127 protein
alr2139,0.1016081201028755,403,0.0002521293302800881,alr2139,Q8YV42,WP_010996297,,,,,,Alr2139 protein
asr1134,0.101601576037065,283,0.0003590161697422792,asr1134,Q8YXS7,WP_010995307,0.0,5.0,0.0,5.0,88.28375,UPF0337 protein asr1134
alr0402,0.1015722626394738,433,0.00023457797376321896,alr0402,Q8YZQ5,WP_010994578,,,,,,Alr0402 protein
asr3134,0.1014326207286496,310,0.00032720200235048256,asr3134,Q8YSF4,WP_010997285,,,,,,Asr3134 protein
all2788,0.1014161850291136,541,0.00018746060079318595,all2788,Q8YTD4,WP_010996939,,,,,,All2788 protein
all0465,0.1013823629917975,793,0.0001278466115911696,all0465,Q8YZJ5,WP_010994641,,,,,,All0465 protein
all3298,0.1012960094484723,595,0.00017024539403104588,all3298,Q8YRZ4,WP_010997449,,,,,,All3298 protein
alr2104,0.101147264618246,1690,5.985045243683195e-05,alr2104,Q8YV77,WP_010996262,,,,,,Alr2104 protein
alr0733,0.1008777727674781,544,0.00018543708229315828,alr0733,Q8YYW0,WP_010994907,,,,,,Urease accessory protein UreE
all0475,0.1008547011148562,874,0.00011539439486825651,all0475,Q8YZI5,WP_010994651,0.0,5.0,0.0,5.0,87.25174999999999,All0475 protein
alr3539,0.1008173543064019,943,0.00010691129831007625,alr3539,Q8YRA9,WP_010997689,,,,,,Alr3539 protein
alr0212,0.1008114961687825,1000,0.0001008114961687825,alr0212,Q8Z086,WP_010994389,0.0,5.0,0.0,5.0,87.63525,Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]
alr3507,0.1006512992437183,685,0.00014693620327550116,alr3507,Q8YRE1,WP_010997657,,,,,,Alr3507 protein
alr1526,0.1006273949988962,430,0.00023401719767185162,alr1526,D4P2J4,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,"Ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit"
alr1526,0.1006273949988962,430,0.00023401719767185162,alr1526,P06514,WP_010995695,0.0,5.0,0.0,5.0,86.69749999999999,Ribulose bisphosphate carboxylase small subunit (RuBisCO small subunit)
all2899,0.1004615700648742,2356,4.26407343229517e-05,all2899,Q9R6X3,WP_010997050,,,,,,Cyanobacterial phytochrome B (EC 2.7.13.3)
alr0647,0.1003526872974939,697,0.00014397803055594534,alr0647,Q8YZ40,WP_010994823,,,,,,Phycocyanobilin lyase CpcT homolog
all4413,0.1002662046204704,2329,4.3051182748162474e-05,all4413,Q8YNZ6,WP_010998548,,,,,,All4413 protein
asr0023,0.100217094400789,307,0.0003264400469081075,asr0023,P80558,WP_010994200,3.0,10.0,5.0,5.0,90.2985,"Phycobilisome 7.8 kDa linker polypeptide, allophycocyanin-associated, core (LC 7.8)"
asr4899,0.1001248183188178,352,0.00028444550658755053,asr4899,Q8YMN4,WP_010999025,,,,,,Asr4899 protein
alr0557,0.1000476934165509,1891,5.2907294244606504e-05,alr0557,Q8YZC2,WP_010994733,,,,,,Alr0557 protein
alr0576,0.0999833470888433,424,0.00023580978086991343,alr0576,Q8YZA3,WP_010994752,0.0,5.0,0.0,5.0,92.28975,Alr0576 protein
alr1809,0.0999739495160723,568,0.0001760104745001273,alr1809,Q8YW07,WP_010995977,,,,,,"Heat shock protein, class I"
alr1654,0.0999337333630964,1084,9.218979092536568e-05,alr1654,Q8YWF9,WP_010995823,,,,,,Alr1654 protein
asr1283,0.0999217375406624,235,0.0004251988831517549,asr1283,P58566,WP_010995455,,,,,,Photosystem I 4.8 kDa protein
asr3467,0.0998994091049816,364,0.0002744489261125868,asr3467,Q8YRI0,WP_010997617,,,,,,Asr3467 protein
all2674,0.099891320953466,2704,3.694205656563092e-05,all2674,Q8YTP0,WP_010996830,,,,,,Ferrichrome-iron receptor
alr5121,0.0998484661659347,712,0.00014023660978361614,alr5121,Q8YM20,WP_010999247,,,,,,Alr5121 protein
all0259,0.0997810910041285,592,0.00016854914020967654,all0259,Q8Z044,WP_010994436,,,,,,Photosystem II extrinsic protein V (PsbV) (Cytochrome c-550) (Cytochrome c550) (Low-potential cytochrome c)
alr4773,0.0997339563567735,2440,4.087457227736619e-05,alr4773,Q8YN00,WP_010998903,,,,,,Alpha-glucosidase
all3314,0.0996057760799847,4531,2.1983177241223728e-05,all3314,Q8YRX8,WP_010997465,,,,,,All3314 protein
alr0782,0.0995669405920561,808,0.00012322641162383182,alr0782,Q8YYR4,WP_010994956,3.0,10.0,5.0,5.0,96.27675,Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
all2653,0.099561489741391,1171,8.502262147001793e-05,all2653,Q8YTR0,WP_010996809,,,,,,All2653 protein
alr3535,0.0994821956194756,571,0.00017422451071712016,alr3535,Q8YRB3,WP_010997685,,,,,,Alr3535 protein
alr1653,0.0993163108821561,1048,9.47674722157978e-05,alr1653,Q8YWG0,WP_010995822,,,,,,Alr1653 protein
all2849,0.0989294508753147,694,0.0001425496410307128,all2849,Q8YT77,WP_010997000,,,,,,All2849 protein
alr5032,0.0988922130921604,1186,8.33829789984489e-05,alr5032,Q8YMA2,WP_010999158,,,,,,Alr5032 protein
alr2112,0.0988116925921059,652,0.00015155167575476366,alr2112,Q8YV69,WP_010996270,,,,,,Alr2112 protein
asl2601,0.0987574570626123,289,0.00034172130471492144,asl2601,Q8YTW2,WP_010996757,,,,,,Asl2601 protein
alr1687,0.0987109165804406,985,0.00010021412850806152,alr1687,Q8YWC6,WP_010995856,,,,,,Alr1687 protein
alr0238,0.0986750595008044,1126,8.763326776270373e-05,alr0238,Q8Z063,WP_010994415,0.0,5.0,0.0,5.0,91.1255,Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)
all0437,0.0986556715952968,406,0.0002429942650130463,all0437,Q8YZM0,WP_010994613,,,,,,All0437 protein
all0496,0.0985088438377993,829,0.00011882852091411254,all0496,Q8YZG4,WP_010994672,,,,,,All0496 protein
all3327,0.0984667906076211,679,0.00014501736466512681,all3327,Q8YRW5,WP_010997478,,,,,,All3327 protein
asr3308,0.0984450212287682,397,0.0002479723456644035,asr3308,Q8YRY4,WP_010997459,0.0,5.0,0.0,5.0,90.56125,Asr3308 protein
all3341,0.098284986187798,1006,9.76987934272346e-05,all3341,Q8YRV1,WP_010997492,1.0,7.0,2.0,5.0,91.3805,"Heterodisulfide reductase, subunit B"
all4384,0.0982661524866094,1576,6.235161959810241e-05,all4384,Q8YP18,WP_010998521,0.0,5.0,0.0,5.0,88.67599999999999,All4384 protein
all0703,0.0981048873589006,472,0.00020784933762478942,all0703,Q8YYY9,WP_010994878,,,,,,Probable membrane transporter protein
alr0532,0.0980411301925566,931,0.00010530733640446466,alr0532,P07125,WP_010994708,,,,,,Phycocyanobilin lyase subunit alpha (EC 4.-.-.-) (Phycocyanin operon protein CpcE)
alr3157,0.0980170790441428,2398,4.087451169480517e-05,alr3157,Q9LCC2,WP_010997308,,,,,,Cyanobacterial phytochrome A (EC 2.7.13.3)
asr3390,0.0978142464448034,319,0.0003066277318018915,asr3390,Q8YRQ4,WP_010997540,,,,,,Asr3390 protein
all4663,0.0978081676793561,496,0.00019719388645031473,all4663,Q8YNA4,WP_010998794,,,,,,All4663 protein
alr2884,0.0977676962015305,409,0.00023904082200863202,alr2884,Q8YT42,WP_010997035,,,,,,Circadian clock oscillator protein KaiA
all2724,0.0977366034442546,649,0.00015059569097727982,all2724,Q8YTJ3,WP_010996877,,,,,,"Acireductone dioxygenase (1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase) (DHK-MTPene dioxygenase) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53)"
asl2182,0.0977239242674695,337,0.00028998197112008753,asl2182,Q8YUZ9,WP_010996340,,,,,,Antitoxin
all2716,0.0976552227504466,688,0.0001419407307419282,all2716,Q8YTK1,WP_010996869,,,,,,All2716 protein
alr3187,0.0974948193943586,1606,6.0706612325254416e-05,alr3187,Q8YSA2,WP_010997338,,,,,,Glutamine-binding periplasmic protein of glutamine ABC transporter
all3587,0.0974462020460713,1528,6.377369243852834e-05,all3587,Q8YR63,WP_010997736,,,,,,histidine kinase (EC 2.7.13.3)
all2409,0.0974258906105394,802,0.00012147866659668255,all2409,Q8YUE3,WP_010996565,,,,,,All2409 protein
alr0106,0.0973429639182593,700,0.00013906137702608473,alr0106,Q8Z0I7,WP_010994283,,,,,,Guanylate kinase (EC 2.7.4.8) (GMP kinase)
alr5180,0.0971786364730121,802,0.00012117036966709738,alr5180,Q8YLW6,WP_010999304,,,,,,Alr5180 protein
alr0241,0.0971175284704488,739,0.00013141749454729203,alr0241,Q8Z060,WP_010994418,,,,,,1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
alr1381,0.0970584489662421,2089,4.646167973491724e-05,alr1381,Q59149,WP_010995553,,,,,,Calcium-dependent protease (EC 3.4.21.-) (Trypsin)
alr2762,0.0970584477946585,622,0.0001560425205701905,alr2762,Q8YTF5,WP_010996915,,,,,,Alr2762 protein
all2262,0.0970130924994981,529,0.00018338958884593214,all2262,Q8YUS2,WP_010996419,,,,,,All2262 protein
all2183,0.0969626467967134,946,0.00010249751247009874,all2183,Q8YUZ8,WP_010996341,,,,,,All2183 protein
all0544,0.0969390449340141,427,0.00022702352443563023,all0544,Q8YZD3,WP_010994720,,,,,,All0544 protein
alr1901,0.0968720980214447,1147,8.445692939969023e-05,alr1901,Q8YVS3,WP_010996065,,,,,,RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4)
alr1604,0.0966827154558707,844,0.00011455298039795107,alr1604,Q8YWK9,WP_010995773,,,,,,Alr1604 protein
alr1860,0.0966765348062986,460,0.00021016638001369263,alr1860,Q8YVW3,WP_010996024,,,,,,Alr1860 protein
all5098,0.09654158346767,535,0.00018045155788349532,all5098,Q8YM42,WP_010999224,,,,,,All5098 protein
all1154,0.096493639461186,1210,7.974680947205455e-05,all1154,Q8YXQ8,WP_010995327,,,,,,All1154 protein
alr3896,0.0964458807994562,931,0.00010359385692745026,alr3896,Q8YQD7,WP_010998037,,,,,,Type III pantothenate kinase (EC 2.7.1.33) (PanK-III) (Pantothenic acid kinase)
all1996,0.0963568086175866,508,0.00018967875712123345,all1996,Q8YVI2,WP_010996157,,,,,,All1996 protein
all0666,0.0962689218139831,1147,8.39310565073959e-05,all0666,Q8YZ21,WP_010994842,,,,,,All0666 protein
alr2695,0.0962579181615004,586,0.00016426265897866963,alr2695,Q8YTM2,WP_010996848,,,,,,Alr2695 protein
alr3407,0.0962198560722204,706,0.0001362887479776493,alr3407,Q8YRN7,WP_010997557,,,,,,Alr3407 protein
all4084,0.0960972798591074,682,0.0001409051024327088,all4084,Q8YPV6,WP_010998224,,,,,,All4084 protein
asl0125,0.0960493087297441,391,0.0002456504059584248,asl0125,Q8Z0H1,WP_010994302,,,,,,Transcriptional regulator
all2681,0.0960081982063297,748,0.00012835320615819479,all2681,Q8YTN3,WP_010996837,,,,,,All2681 protein
all2891,0.095937803568739,877,0.00010939316256412658,all2891,Q8YT35,WP_010997042,,,,,,All2891 protein
alr0593,0.095901611907903,1192,8.04543724059589e-05,alr0593,Q8YZ86,WP_010994769,,,,,,Alr0593 protein
alr2986,0.0958217817162803,2758,3.4743213095098e-05,alr2986,Q8YSU6,WP_010997137,,,,,,Alr2986 protein
all1316,0.0957488064021724,1672,5.726603253718445e-05,all1316,Q8YX99,WP_010995488,,,,,,All1316 protein
all3987,0.0956239249759335,691,0.00013838484077559118,all3987,Q8YQ49,WP_010998127,,,,,,All3987 protein
alr4681,0.0956162964593874,961,9.949666645097544e-05,alr4681,Q8YN87,WP_010998812,,,,,,Alr4681 protein
alr3993,0.0954290498771088,673,0.0001417965079897605,alr3993,Q8YQ43,WP_010998133,2.0,5.0,0.0,5.0,90.04525000000001,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)"
alr0803,0.0953919201312163,1384,6.892479778267074e-05,alr0803,Q8YYP3,WP_010994977,,,,,,Alr0803 protein
all4892,0.0953678354074235,1471,6.483197512401325e-05,all4892,Q8YMP1,WP_010999018,,,,,,All4892 protein
all0274,0.0953587433441712,2581,3.6946432911341034e-05,all0274,Q8Z029,WP_010994451,,,,,,All0274 protein
alr3397,0.0952206383879126,2428,3.9217725859931054e-05,alr3397,Q8YRP7,WP_010997547,,,,,,"Phosphoenolpyruvate synthase (EC 2.7.9.2) (Pyruvate, water dikinase)"
